Critical Sector Entity Name,Corresponding CSE Domain Name,Identified Phishing/Suspected Domain Name,Phishing/Suspected Domains (i.e. Class Label),Simulated_URL,Levenshtein_Ratio,Length_Difference,Domain_Age_Days,URL_Length,Num_Slashes,Num_Underscores,Num_Question_Marks,Num_Equal_Signs,Special_Chars_Count,Path_Length,Has_Query,Num_Subdomains,Domain_Length,Num_Dots,Num_Hyphens,Label
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.webi.ltd,Phishing,https://dc.crsorgi.gov.in.webi.ltd,1.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,5.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.index-view.shop,Phishing,https://dc.crsorgi.gov.in.index-view.shop,1.0,0.0,11.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,5.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.tech-site.info,Phishing,https://dc.crsorgi.gov.in.tech-site.info,1.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,5.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.pgoneindia.shop,Phishing,https://dc.pgoneindia.shop,1.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi.gov.in.verifycertificate.shop,Phishing,https://crsorgi.gov.in.verifycertificate.shop,0.2222222222222222,5.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,4.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.adverify.in,Phishing,https://dc.crsorgi.gov.in.adverify.in,1.0,0.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,5.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dcrsorgi.store,Phishing,https://dcrsorgi.store,0.4,6.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.birth.dccrsorgi-govv.live,Phishing,https://dc.birth.dccrsorgi-govv.live,1.0,0.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,3.0,1.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.viewcard.in,Phishing,https://dc.crsorgi.gov.in.viewcard.in,1.0,0.0,8.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,5.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,verifycertificate.cloud,Phishing,https://verifycertificate.cloud,0.10526315789473684,15.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,2
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorginewindex.store,Suspected,https://crsorginewindex.store,0.11764705882352941,13.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,adharprint.dccrsorgi-govv.live,Suspected,https://adharprint.dccrsorgi-govv.live,0.16666666666666666,8.0,14.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,2.0,1.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi.gov.in.viewcard.in,Suspected,https://crsorgi.gov.in.viewcard.in,0.2222222222222222,5.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,4.0,0.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi.gov.in.w.viewcard.in,Suspected,https://crsorgi.gov.in.w.viewcard.in,0.2222222222222222,5.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,5.0,0.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi.gov.in.web.index.php.viewcard.in,Suspected,https://crsorgi.gov.in.web.index.php.viewcard.in,0.2222222222222222,5.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,7.0,0.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.crovimng.online,Suspected,https://dc.crsorgi.gov.in.crovimng.online,1.0,0.0,12.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,5.0,0.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,passportt.dccrsorgi-govv.live,Suspected,https://passportt.dccrsorgi-govv.live,0.0,7.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,2.0,1.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,rtps.dccrsorgi-govv.live,Suspected,https://rtps.dccrsorgi-govv.live,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,ucl.dccrsorgi-govv.live,Suspected,https://ucl.dccrsorgi-govv.live,0.4,1.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1
"Civil Registration System, MHA",dc.crsorgi.gov.in,crsgov.click,Suspected,https://crsgov.click,0.25,4.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
